,2P,2P%,2PA,3P,3P%,3PA,3PAr,AST,AST%,Age,BLK,BLK%,BPM,DBPM,DRB,DRB%,DWS,FG,FG%,FGA,FT,FT%,FTA,FTr,G,GS,MP,OBPM,ORB,ORB%,OWS,PER,PF,PTS,Player,Pos,Rk,STL,STL%,TOV,TOV%,TRB,TRB%,TS%,Tm,USG%,VORP,WS,WS/48,eFG%
167,1.7,.532,3.2,0.0,0.167,0.2,0.051,1.1,11.6,24,0.7,5.0,-1.5,1.0,3.0,25.1,0.7,1.7,0.513,3.3,1.3,0.742,1.8,0.53,35,8,12.3,-2.5,1.1,9.1,0.3,15.7,1.4,4.8,Drew Eubanks,C,155.0,0.3,1.2,1.1,20.8,4.1,17.1,0.579,SAS,17.9,0.1,1.0,.107,0.517
168,0.5,.417,1.1,0.0,0.0,0.0,0.0,0.2,4.6,26,0.5,9.0,-3.2,0.7,1.5,28.4,0.1,0.5,0.417,1.1,0.2,0.286,0.6,0.583,11,1,5.4,-4.0,0.6,13.3,-0.1,11.4,0.3,1.1,Tacko Fall,C,156.0,0.0,0.0,0.3,16.6,2.1,21.1,0.398,CLE,13.4,0.0,0.1,.060,0.417
169,2.4,.532,4.5,0.1,0.2,0.4,0.074,0.8,7.6,30,0.3,1.5,-1.8,0.2,3.4,21.4,0.6,2.5,0.507,4.9,0.4,0.556,0.6,0.132,28,11,16.1,-2.0,1.4,8.3,0.5,14.3,1.5,5.4,Derrick Favors,C,157.0,0.4,1.3,0.2,4.0,4.7,14.8,0.521,OKC,14.4,0.0,1.1,.118,0.515
170,0.3,.600,0.5,0.0,0.0,0.0,0.0,0.1,4.6,23,0.2,6.0,-9.3,-0.6,0.2,7.0,0.0,0.3,0.6,0.5,0.0,0.0,0.0,0.0,11,0,2.8,-8.7,0.3,10.2,-0.1,4.7,0.4,0.5,Bruno Fernando,C,158.0,0.0,0.0,0.4,44.4,0.5,8.6,0.6,BOS,12.7,-0.1,0.0,-0.045,0.6
171,1.9,.547,3.5,2.0,0.38,5.2,0.6,1.9,8.8,28,0.6,1.6,0.8,0.9,3.2,11.3,1.5,3.9,0.447,8.6,0.8,0.667,1.2,0.141,37,37,32.4,-0.1,1.6,5.4,1.4,12.7,2.4,10.5,Dorian Finney-Smith,PF,159.0,1.3,2.0,1.0,9.6,4.9,8.3,0.572,DAL,14.0,0.9,2.9,.117,0.561
174,0.7,.429,1.7,0.5,0.273,1.8,0.512,1.0,15.6,23,0.1,1.3,-3.8,-0.3,0.9,10.9,0.2,1.2,0.349,3.4,0.2,0.571,0.3,0.081,25,1,9.1,-3.5,0.2,2.7,-0.1,9.1,0.9,3.0,Malachi Flynn,PG,161.0,0.4,2.2,0.3,8.2,1.1,6.6,0.427,TOR,18.2,-0.1,0.1,.024,0.419
175,1.6,.479,3.4,1.4,0.403,3.4,0.5,0.9,7.6,28,0.1,0.3,-2.2,-1.9,1.4,9.2,0.3,3.0,0.441,6.8,1.1,0.886,1.3,0.185,35,0,15.8,-0.2,0.1,0.6,0.3,12.5,0.8,8.5,Bryn Forbes,SG,162.0,0.3,1.0,0.9,10.8,1.5,4.9,0.577,SAS,22.0,0.0,0.6,.054,0.542
177,0.5,.519,0.9,0.0,0.25,0.1,0.129,0.8,12.6,23,0.0,0.0,-2.9,0.6,1.0,12.5,0.2,0.5,0.484,1.1,0.4,0.786,0.5,0.452,29,1,8.2,-3.5,0.3,3.8,0.0,6.9,0.4,1.4,Trent Forrest,PG,164.0,0.2,1.0,0.6,31.4,1.3,8.4,0.565,UTA,9.8,-0.1,0.2,.048,0.5
178,2.3,.460,4.9,2.7,0.381,7.0,0.586,1.8,10.0,29,0.2,0.8,-1.9,-1.0,2.3,8.7,0.8,4.9,0.414,11.9,1.0,0.736,1.4,0.117,38,38,29.0,-0.8,0.4,1.6,0.5,12.1,1.9,13.5,Evan Fournier,SG,165.0,0.9,1.6,1.3,9.5,2.8,5.1,0.541,NYK,21.1,0.0,1.3,.056,0.525
179,6.8,.508,13.3,1.0,0.254,3.8,0.224,5.2,25.0,24,0.4,1.1,-1.0,-1.0,3.1,9.5,0.6,7.7,0.451,17.1,4.4,0.755,5.9,0.344,36,36,34.1,0.0,0.5,1.5,0.9,16.5,2.9,20.9,De'Aaron Fox,PG,166.0,1.3,1.8,2.8,12.5,3.5,5.5,0.529,SAC,28.1,0.3,1.5,.057,0.48
181,1.8,.533,3.4,0.0,0.25,0.2,0.051,0.2,2.1,29,0.5,3.2,-1.7,-1.4,3.2,26.6,0.4,1.9,0.519,3.6,0.7,0.8,0.9,0.253,22,1,13.0,-0.3,2.3,18.5,0.5,17.2,1.2,4.5,Enes Freedom,C,168.0,0.2,0.9,0.6,13.8,5.5,22.5,0.564,BOS,15.6,0.0,0.9,.152,0.525
185,4.1,.683,5.9,0.0,0.0,0.0,0.0,1.1,7.4,23,1.8,6.7,2.2,1.2,4.4,20.8,1.1,4.1,0.683,5.9,1.5,0.732,2.0,0.341,35,35,22.7,1.0,2.4,11.6,2.3,21.5,2.5,9.6,Daniel Gafford,C,170.0,0.5,1.0,1.1,13.7,6.8,16.3,0.702,WAS,15.6,0.8,3.4,.203,0.683
186,1.6,.415,3.8,1.5,0.391,3.9,0.509,1.4,8.7,33,0.2,0.9,-0.5,-1.3,3.6,17.1,0.2,3.1,0.403,7.7,2.0,0.932,2.1,0.273,28,1,22.5,0.8,0.6,2.9,1.1,14.1,1.4,9.7,Danilo Gallinari,PF,171.0,0.5,1.1,0.6,6.2,4.2,10.1,0.562,ATL,17.9,0.2,1.3,.101,0.502
188,4.8,.544,8.8,2.6,0.38,6.9,0.44,7.4,35.1,22,0.1,0.2,2.7,-0.2,2.6,7.8,1.4,7.4,0.472,15.7,2.3,0.913,2.5,0.159,32,32,34.3,2.9,0.5,1.6,1.6,18.0,1.7,19.7,Darius Garland,PG,173.0,1.3,1.9,3.7,17.9,3.1,4.8,0.587,CLE,26.0,1.3,3.0,.129,0.556
189,0.3,.235,1.4,0.1,0.25,0.3,0.19,0.6,7.1,23,0.3,2.5,-5.4,0.6,1.2,12.2,0.2,0.4,0.238,1.8,0.2,0.4,0.4,0.238,12,0,10.7,-6.0,0.8,7.9,-0.1,4.8,1.3,1.1,Marcus Garrett,SG,174.0,0.4,2.0,0.2,7.9,1.9,10.0,0.28,MIA,8.7,-0.1,0.1,.029,0.262
190,0.4,.545,0.8,0.1,0.167,0.9,0.522,0.6,11.1,19,0.4,4.7,-0.9,1.3,1.7,26.2,0.1,0.6,0.348,1.6,0.1,0.5,0.1,0.087,14,0,7.1,-2.2,0.5,7.7,0.0,11.6,0.6,1.4,Usman Garuba,PF,175.0,0.4,2.9,0.2,11.2,2.2,17.0,0.398,HOU,11.4,0.0,0.1,.053,0.391
191,1.4,.500,2.8,0.5,0.316,1.5,0.352,0.6,8.0,23,0.1,0.6,-3.5,-1.9,1.3,12.2,0.2,1.9,0.435,4.3,1.0,0.658,1.5,0.352,25,5,12.4,-1.6,1.8,14.7,0.4,13.9,1.8,5.2,Luka Garza,C,176.0,0.3,1.2,0.6,10.7,3.1,13.5,0.525,DET,19.3,-0.1,0.5,.081,0.491
192,1.6,.514,3.1,1.6,0.379,4.3,0.582,1.1,8.0,35,0.3,1.1,1.0,-0.1,3.6,18.6,0.6,3.2,0.435,7.4,1.3,0.795,1.6,0.22,24,0,20.0,1.1,1.0,5.6,0.9,15.3,1.8,9.3,Rudy Gay,PF,177.0,0.5,1.2,0.8,8.5,4.6,12.4,0.577,UTA,19.0,0.4,1.5,.151,0.545
193,6.3,.484,13.0,2.7,0.323,8.3,0.39,5.5,27.7,31,0.4,0.9,3.0,1.5,6.7,19.3,1.6,9.0,0.421,21.4,4.0,0.88,4.5,0.21,26,26,35.5,1.4,0.4,1.3,-0.6,18.1,2.5,24.7,Paul George,SF,178.0,2.0,2.8,4.2,15.2,7.1,10.5,0.528,LAC,34.0,1.2,1.1,.056,0.484
194,1.3,.566,2.3,0.2,0.286,0.6,0.209,0.9,6.4,36,0.9,4.6,-2.5,1.1,3.0,16.9,0.5,1.5,0.507,2.9,0.6,0.737,0.8,0.284,23,3,19.3,-3.6,1.7,9.4,0.4,10.8,2.6,3.7,Taj Gibson,C,179.0,0.4,1.1,0.7,18.4,4.7,13.1,0.571,NYK,9.2,-0.1,1.0,.103,0.537
195,3.6,.453,8.0,1.0,0.269,3.7,0.317,6.3,34.2,19,0.5,1.7,-1.0,0.7,6.0,20.5,1.3,4.6,0.395,11.7,0.9,0.651,1.3,0.115,32,32,30.4,-1.7,1.5,5.0,-0.9,13.2,1.7,11.1,Josh Giddey,SG,180.0,1.0,1.7,2.9,19.1,7.6,12.6,0.452,OKC,21.7,0.2,0.3,.017,0.437
197,5.9,.482,12.3,1.8,0.285,6.3,0.338,5.2,26.8,23,0.7,1.9,1.7,-0.1,4.1,12.0,1.1,7.7,0.416,18.5,5.5,0.822,6.7,0.36,32,32,35.3,1.8,0.6,1.7,1.1,18.3,2.3,22.6,Shai Gilgeous-Alexander,PG,181.0,0.9,1.3,2.4,10.0,4.7,6.7,0.528,OKC,29.2,1.1,2.2,.094,0.464
198,0.8,.650,1.3,0.3,0.714,0.4,0.259,0.5,11.2,29,0.1,1.6,2.3,-0.1,1.1,16.8,0.1,1.1,0.667,1.7,0.6,0.833,0.8,0.444,16,0,6.8,2.4,0.5,8.2,0.5,19.9,1.1,3.2,Anthony Gill,PF,182.0,0.1,0.5,0.3,11.0,1.6,12.6,0.79,WAS,15.0,0.1,0.5,.234,0.759
200,5.5,.709,7.7,0.0,0.0,0.0,0.003,1.1,4.7,29,2.3,6.0,5.3,2.2,11.5,36.9,2.7,5.5,0.706,7.7,4.6,0.683,6.7,0.871,37,37,32.1,3.1,3.5,12.4,4.3,25.2,2.7,15.5,Rudy Gobert,C,184.0,0.8,1.2,1.8,14.5,15.1,25.3,0.726,UTA,16.8,2.2,7.0,.282,0.706
203,4.5,.608,7.4,1.0,0.33,3.0,0.29,2.2,10.3,26,0.7,2.0,-0.5,-0.9,3.7,12.8,0.9,5.5,0.528,10.5,2.2,0.706,3.1,0.296,33,33,31.9,0.3,1.8,6.3,1.6,15.5,1.9,14.2,Aaron Gordon,PF,187.0,0.6,1.0,1.6,12.0,5.5,9.6,0.601,DEN,18.7,0.4,2.5,.112,0.575
204,2.8,.531,5.3,2.4,0.456,5.2,0.494,3.4,18.7,33,0.5,1.4,-1.1,-2.5,1.5,5.5,-0.1,5.2,0.494,10.5,2.0,0.722,2.7,0.26,33,22,29.4,1.4,0.2,0.8,1.3,14.4,1.1,14.7,Eric Gordon,SG,188.0,0.6,1.0,2.3,16.5,1.7,3.2,0.629,HOU,20.2,0.2,1.2,.059,0.607
205,1.6,.400,4.0,3.1,0.359,8.5,0.678,4.5,22.3,26,0.2,0.6,-0.7,-1.5,2.1,7.5,0.4,4.7,0.373,12.5,1.7,0.816,2.1,0.169,36,36,31.3,0.8,0.4,1.4,1.1,13.2,1.5,14.1,Devonte' Graham,PG,189.0,1.1,1.7,1.6,10.5,2.5,4.3,0.524,NOP,20.5,0.4,1.5,.064,0.494
206,4.8,.455,10.6,1.8,0.331,5.3,0.332,2.6,14.0,27,1.1,3.1,1.1,-0.2,3.9,13.4,0.7,6.6,0.414,15.9,5.2,0.849,6.1,0.382,24,24,33.2,1.3,1.0,2.9,0.6,16.8,2.3,20.1,Jerami Grant,PF,190.0,1.1,1.6,2.1,10.3,4.8,7.8,0.54,DET,26.7,0.6,1.2,.075,0.469
208,0.5,.600,0.8,1.8,0.375,4.9,0.865,1.2,6.7,34,0.8,3.1,0.2,1.3,2.0,8.8,0.7,2.3,0.405,5.7,0.3,1.0,0.3,0.054,26,20,24.8,-1.1,0.6,2.6,0.2,10.8,1.9,6.8,Danny Green,SF,192.0,1.4,2.8,1.0,14.2,2.6,5.7,0.581,PHI,12.4,0.3,1.0,.074,0.568
209,2.9,.604,4.8,0.4,0.286,1.3,0.209,7.6,33.5,31,1.2,3.9,4.1,4.6,6.6,22.6,2.4,3.3,0.537,6.1,1.2,0.597,2.0,0.333,33,33,30.8,-0.5,1.2,4.3,0.9,15.2,2.8,8.1,Draymond Green,PF,193.0,1.4,2.2,3.2,31.5,7.8,13.8,0.581,GSW,14.4,1.6,3.3,.155,0.567
210,3.0,.477,6.3,2.2,0.325,6.7,0.514,2.2,11.2,19,0.2,0.6,-4.0,-2.5,2.7,9.7,0.0,5.2,0.399,13.0,3.1,0.824,3.8,0.293,24,24,30.6,-1.5,0.3,1.0,-0.3,10.4,1.6,15.6,Jalen Green,SG,194.0,0.6,1.0,2.5,14.6,3.0,5.4,0.534,HOU,23.8,-0.4,-0.3,-0.019,0.482
211,1.4,.561,2.6,0.6,0.25,2.3,0.468,0.8,8.1,31,0.4,2.8,-2.7,0.8,2.6,19.8,0.7,2.0,0.416,4.8,1.1,0.857,1.3,0.273,32,4,14.5,-3.5,0.9,7.0,0.0,12.6,2.2,5.7,JaMychal Green,PF,195.0,0.7,2.5,0.9,14.8,3.5,13.5,0.528,DEN,19.4,-0.1,0.7,.075,0.474
212,1.7,.543,3.2,0.4,0.364,1.1,0.264,1.0,5.7,28,0.4,1.6,-1.2,0.5,2.7,13.5,0.7,2.1,0.496,4.3,1.1,0.8,1.4,0.32,29,18,22.2,-1.7,1.5,7.5,1.0,11.9,2.1,5.8,Javonte Green,SF,196.0,0.8,1.8,0.6,10.7,4.2,10.5,0.589,CHI,10.9,0.1,1.7,.127,0.544
213,2.6,.576,4.6,0.8,0.333,2.4,0.341,1.2,6.8,35,0.5,1.9,-3.5,-1.0,2.6,11.4,0.6,3.4,0.493,6.9,2.0,0.805,2.5,0.358,33,24,25.1,-2.5,0.5,2.2,0.8,11.1,2.3,9.6,Jeff Green,C,197.0,0.3,0.5,1.0,11.4,3.1,6.8,0.6,DEN,16.1,-0.3,1.4,.081,0.55
214,1.1,.578,2.0,0.1,0.231,0.6,0.224,1.0,14.3,21,0.2,1.9,-1.2,1.7,1.2,12.9,0.3,1.3,0.5,2.5,0.3,0.727,0.5,0.19,23,0,10.7,-3.0,0.5,4.8,0.2,11.9,1.3,3.0,Josh Green,SG,198.0,0.4,2.1,0.4,13.7,1.7,8.8,0.549,DAL,13.3,0.0,0.6,.111,0.526
215,1.6,.500,3.2,0.6,0.22,2.9,0.477,2.0,13.6,32,0.4,1.8,-2.0,0.4,3.5,17.9,0.7,2.3,0.366,6.1,1.0,0.707,1.5,0.238,28,20,19.6,-2.4,1.2,6.9,0.3,11.4,2.2,6.2,Blake Griffin,PF,199.0,0.6,1.4,0.5,6.4,4.7,12.7,0.455,BRK,16.0,0.0,1.0,.089,0.419
216,0.2,.385,0.6,1.3,0.38,3.4,0.845,0.7,9.0,21,0.1,0.8,-1.5,0.4,1.0,9.4,0.2,1.5,0.381,4.0,0.2,0.625,0.4,0.095,21,2,12.1,-1.8,0.2,1.7,0.1,10.1,1.1,4.6,Quentin Grimes,SG,200.0,0.5,2.2,0.6,12.1,1.2,5.5,0.548,NYK,17.3,0.0,0.3,.057,0.542
219,3.1,.480,6.5,2.0,0.435,4.7,0.418,6.8,29.3,21,0.7,1.8,2.8,0.5,3.2,9.9,0.9,5.1,0.461,11.1,1.3,0.817,1.6,0.142,38,38,34.0,2.3,0.8,2.6,2.2,17.1,1.4,13.6,Tyrese Haliburton,SG,202.0,1.7,2.4,2.2,15.7,4.0,6.2,0.574,SAC,17.6,1.5,3.1,.114,0.552
221,1.7,.400,4.1,1.0,0.368,2.7,0.396,2.5,19.7,20,0.2,0.8,-3.6,-0.9,2.5,13.5,0.3,2.7,0.388,6.9,1.3,0.603,2.1,0.304,35,1,19.7,-2.8,0.4,2.0,-0.4,9.8,1.5,7.6,R.J. Hampton,SG,204.0,0.5,1.3,1.4,15.3,2.9,7.8,0.487,ORL,20.2,-0.3,-0.1,-0.008,0.46
222,2.8,.471,5.8,2.4,0.329,7.4,0.559,2.3,11.8,29,0.2,0.6,-0.3,-0.1,3.5,12.7,1.1,5.2,0.392,13.3,1.8,0.757,2.3,0.175,32,20,30.9,-0.1,0.4,1.4,0.6,13.1,1.8,14.6,Tim Hardaway Jr.,SG,205.0,1.0,1.6,0.7,4.8,3.9,6.9,0.51,DAL,21.7,0.4,1.7,.081,0.483
223,4.1,.491,8.3,2.4,0.329,7.3,0.469,9.8,39.5,32,0.7,1.6,4.4,0.7,7.1,19.6,1.7,6.5,0.415,15.6,7.2,0.868,8.3,0.531,32,32,36.7,3.7,1.0,3.0,2.3,21.3,2.5,22.5,James Harden,PG,206.0,1.4,1.8,4.8,19.9,8.1,11.7,0.586,BRK,28.4,1.9,4.0,.163,0.492
224,1.0,.700,1.5,0.5,0.259,2.0,0.574,0.5,3.6,28,0.6,2.4,-3.3,0.4,2.2,12.1,0.2,1.6,0.447,3.5,0.3,0.692,0.5,0.138,27,14,19.1,-3.7,0.1,0.8,-0.1,6.3,1.6,4.0,Maurice Harkless,SF,207.0,0.4,1.1,0.6,13.8,2.3,6.5,0.537,SAC,9.5,-0.2,0.2,.016,0.521
226,5.4,.658,8.2,0.1,0.3,0.3,0.036,2.2,14.3,28,0.6,2.0,5.2,0.6,5.2,21.6,0.8,5.5,0.645,8.5,3.5,0.742,4.7,0.556,33,3,25.4,4.6,2.2,9.6,3.5,24.9,1.9,14.5,Montrezl Harrell,C,209.0,0.5,1.0,1.2,9.9,7.3,15.7,0.688,WAS,20.5,1.5,4.3,.244,0.651
227,2.6,.532,4.9,1.5,0.355,4.3,0.466,1.9,10.4,27,0.2,0.6,-3.2,-1.2,1.5,5.5,0.2,4.2,0.449,9.3,1.3,0.824,1.6,0.172,32,22,29.1,-2.1,0.8,3.0,0.6,10.9,2.1,11.2,Gary Harris,SG,210.0,0.9,1.5,1.3,11.4,2.3,4.3,0.561,ORL,16.7,-0.3,0.8,.043,0.532
228,1.1,.417,2.6,2.9,0.466,6.3,0.71,1.0,4.6,30,0.1,0.4,-1.6,-0.6,3.6,12.2,0.3,4.0,0.452,8.9,0.4,0.833,0.4,0.048,14,14,30.2,-1.0,0.4,1.3,0.3,9.8,2.2,11.3,Joe Harris,SF,211.0,0.5,0.8,1.1,11.2,4.0,7.0,0.624,BRK,14.6,0.0,0.6,.073,0.617
229,5.8,.502,11.5,1.1,0.299,3.8,0.249,3.9,18.0,29,0.6,1.6,-0.3,-1.0,6.5,20.3,0.9,6.9,0.451,15.4,3.4,0.857,4.0,0.26,28,28,35.0,0.7,1.1,3.6,1.2,17.2,2.0,18.4,Tobias Harris,PF,212.0,0.5,0.8,1.7,9.1,7.7,12.1,0.538,PHI,24.3,0.4,2.0,.100,0.488
231,3.7,.600,6.1,1.0,0.341,2.9,0.324,4.4,20.5,26,0.4,1.0,0.8,0.4,6.1,20.6,0.7,4.7,0.516,9.1,2.5,0.76,3.4,0.37,31,30,32.8,0.4,1.3,4.1,1.8,15.7,2.9,12.9,Josh Hart,PF,214.0,0.9,1.4,2.0,15.7,7.4,12.1,0.612,NOP,16.3,0.7,2.5,.119,0.571
232,3.2,.662,4.8,0.1,0.667,0.1,0.021,1.9,18.6,23,1.3,6.6,5.6,4.0,2.9,17.8,1.0,3.2,0.662,4.9,1.1,0.653,1.7,0.345,29,0,16.4,1.5,1.8,12.1,1.5,24.1,2.6,7.7,Isaiah Hartenstein,C,215.0,0.8,2.4,1.0,15.1,4.7,15.0,0.679,LAC,17.7,0.9,2.5,.255,0.669
235,2.2,.583,3.8,0.1,0.286,0.5,0.12,0.4,4.5,21,0.6,4.4,-1.6,-0.8,2.3,19.2,0.3,2.4,0.547,4.3,1.7,0.789,2.1,0.487,27,0,13.3,-0.7,1.3,10.6,0.8,18.6,1.9,6.6,Jaxson Hayes,C,218.0,0.3,1.1,0.7,11.2,3.6,14.7,0.623,NOP,19.1,0.0,1.1,.153,0.564
236,1.4,.370,3.7,0.9,0.304,2.9,0.441,3.7,21.2,20,0.4,1.6,-4.3,0.5,2.6,11.6,0.6,2.3,0.341,6.6,0.9,0.862,1.1,0.162,27,27,25.9,-4.8,0.5,1.9,-0.5,7.9,2.5,6.3,Killian Hayes,PG,219.0,1.1,2.1,1.6,18.3,3.1,6.5,0.446,DET,14.3,-0.4,0.1,.004,0.408
237,4.4,.506,8.7,1.8,0.387,4.6,0.344,3.7,16.1,31,0.5,1.4,-0.7,-1.6,4.0,13.2,0.3,6.2,0.465,13.2,3.2,0.857,3.7,0.278,38,38,33.1,0.9,0.8,2.6,2.2,16.5,1.7,17.2,Gordon Hayward,SF,220.0,0.9,1.3,1.7,10.5,4.8,7.7,0.58,CHO,21.2,0.4,2.5,.094,0.532
240,0.1,.250,0.5,0.2,0.167,1.1,0.692,0.2,4.3,26,0.1,2.0,-8.2,-1.8,0.9,18.5,0.1,0.3,0.192,1.5,0.4,0.667,0.5,0.346,17,0,5.5,-6.5,0.5,10.1,-0.2,4.5,0.4,1.1,Juancho Hernangomez,PF,222.0,0.2,2.1,0.4,16.7,1.5,14.2,0.317,BOS,16.7,-0.2,-0.1,-0.059,0.25
241,3.0,.557,5.3,0.1,0.667,0.1,0.024,1.2,13.8,27,0.2,1.4,1.2,-1.3,4.3,31.7,0.3,3.0,0.56,5.4,1.6,0.706,2.2,0.408,23,3,14.9,2.4,2.4,17.2,1.0,23.2,1.7,7.7,Willy Hernangomez,C,223.0,0.3,1.2,0.9,11.9,6.7,24.3,0.604,NOP,20.9,0.3,1.3,.188,0.568
242,4.9,.447,10.9,2.7,0.382,7.1,0.393,3.9,20.6,22,0.1,0.4,-0.8,-1.9,4.2,14.5,0.9,7.6,0.422,18.0,2.4,0.86,2.8,0.157,33,10,32.8,1.0,0.7,2.4,0.2,14.7,1.4,20.3,Tyler Herro,SG,224.0,0.5,0.8,2.8,12.9,4.9,8.4,0.528,MIA,29.7,0.3,1.1,.050,0.497
243,1.6,.417,3.8,3.6,0.38,9.6,0.717,2.0,10.5,29,0.3,0.8,0.0,-1.5,3.2,11.4,0.5,5.2,0.39,13.3,1.7,0.868,1.9,0.143,40,6,29.3,1.5,0.7,2.5,0.9,13.6,2.1,15.7,Buddy Hield,SG,225.0,0.8,1.4,1.6,10.0,3.8,7.0,0.553,SAC,22.9,0.6,1.4,.057,0.526
245,1.7,.570,3.0,0.8,0.308,2.8,0.476,2.4,12.5,35,0.2,0.6,-1.7,0.3,2.3,9.5,0.7,2.6,0.445,5.8,1.1,0.947,1.2,0.199,33,12,25.6,-2.0,0.8,3.4,1.0,10.8,1.5,7.1,George Hill,SG,227.0,0.8,1.5,0.9,13.0,3.2,6.5,0.563,MIL,12.1,0.1,1.7,.097,0.518
247,0.1,.143,0.5,0.2,0.154,1.0,0.65,0.9,10.4,30,0.2,1.3,-4.2,0.8,1.3,13.2,0.1,0.2,0.15,1.5,0.0,0.0,0.0,0.0,13,1,10.7,-4.9,0.5,4.7,-0.1,3.4,1.2,0.6,Solomon Hill,PF,229.0,0.3,1.4,0.1,4.8,1.8,9.0,0.2,ATL,6.6,-0.1,0.0,-0.011,0.2
250,2.0,.525,3.8,0.6,0.365,1.6,0.299,1.8,16.1,25,0.3,1.3,-2.5,0.1,1.5,9.3,0.4,2.6,0.477,5.4,0.6,0.792,0.8,0.138,32,10,16.8,-2.6,0.1,0.8,0.2,11.4,1.6,6.4,Aaron Holiday,PG,232.0,0.6,1.7,0.9,14.0,1.6,5.2,0.553,WAS,17.7,-0.1,0.5,.049,0.532
251,5.6,.554,10.1,1.8,0.382,4.8,0.32,6.7,32.5,31,0.6,1.8,3.3,0.5,3.7,11.7,1.4,7.4,0.499,14.9,1.7,0.709,2.4,0.161,33,32,33.2,2.9,0.9,2.9,2.2,20.2,1.8,18.4,Jrue Holiday,PG,233.0,1.6,2.3,2.8,14.8,4.6,7.4,0.576,MIL,24.2,1.5,3.5,.155,0.56
252,1.2,.514,2.2,2.4,0.351,6.8,0.753,1.5,7.8,32,0.3,0.8,-2.8,-0.9,2.5,10.0,0.5,3.5,0.391,9.1,0.5,0.81,0.6,0.07,33,24,28.2,-2.0,0.2,1.0,0.3,8.8,2.2,10.0,Justin Holiday,SF,234.0,0.6,1.1,1.0,9.4,2.8,5.5,0.535,IND,15.9,-0.2,0.8,.041,0.523
